Ano;Município;UF;Código IBGE;Prestadora;CNPJ;Meio Transporte
2024;"Alta Floresta D'Oeste";RO;1100015;CLARO S.A.;40432544000147;Rádio
2024;Ariquemes;RO;1100023;WORLDNET TELECOMUNICACOES LTDA - ME;18456569000121;Rádio
2024;Ariquemes;RO;1100023;WORLDNET TELECOMUNICACOES LTDA - ME;18456569000121;Fibra
2024;Ariquemes;RO;1100023;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Ariquemes;RO;1100023;J BOSCO DA SILVA & CIA LTDA - ME;05588747000126;Fibra
2024;Ariquemes;RO;1100023;SFAR COMUNICACOES LTDA;13030105000135;Rádio
2024;Ariquemes;RO;1100023;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Ariquemes;RO;1100023;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Ariquemes;RO;1100023;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Ariquemes;RO;1100023;Telecomunicacoes Brasileiras S.A. Telebras;00336701000104;Fibra
2024;Ariquemes;RO;1100023;TIM S A;02421421000111;Rádio
2024;Ariquemes;RO;1100023;CLARO S.A.;40432544000147;Rádio
2024;Ariquemes;RO;1100023;CLARO S.A.;40432544000147;Fibra
2024;Ariquemes;RO;1100023;TIM S A;02421421000111;Fibra
2024;Cabixi;RO;1100031;CLARO S.A.;40432544000147;Rádio
2024;Cacoal;RO;1100049;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Cacoal;RO;1100049;TIM S A;02421421000111;Fibra
2024;Cacoal;RO;1100049;CLARO S.A.;40432544000147;Fibra
2024;Cacoal;RO;1100049;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Cacoal;RO;1100049;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Cacoal;RO;1100049;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Cacoal;RO;1100049;CLARO S.A.;40432544000147;Rádio
2024;Cerejeiras;RO;1100056;JAN CHARLES RUECKERT ME;05011908000114;Rádio
2024;Cerejeiras;RO;1100056;JAN CHARLES RUECKERT ME;05011908000114;Fibra
2024;Cerejeiras;RO;1100056;CLARO S.A.;40432544000147;Rádio
2024;Cerejeiras;RO;1100056;TIM S A;02421421000111;Rádio
2024;Colorado do Oeste;RO;1100064;CLARO S.A.;40432544000147;Rádio
2024;Colorado do Oeste;RO;1100064;JAN CHARLES RUECKERT ME;05011908000114;Fibra
2024;Colorado do Oeste;RO;1100064;JAN CHARLES RUECKERT ME;05011908000114;Rádio
2024;Colorado do Oeste;RO;1100064;TIM S A;02421421000111;Rádio
2024;Corumbiara;RO;1100072;CLARO S.A.;40432544000147;Rádio
2024;Corumbiara;RO;1100072;JAN CHARLES RUECKERT ME;05011908000114;Fibra
2024;Costa Marques;RO;1100080;ADRIANO LENZ COMERCIO DE PRODUTOS DE INFORMATICA ME;07427979000128;Fibra
2024;Costa Marques;RO;1100080;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Costa Marques;RO;1100080;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;"Espigão D'Oeste";RO;1100098;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;"Espigão D'Oeste";RO;1100098;CLARO S.A.;40432544000147;Rádio
2024;Guajará-Mirim;RO;1100106;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Guajará-Mirim;RO;1100106;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Guajará-Mirim;RO;1100106;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Guajará-Mirim;RO;1100106;CLARO S.A.;40432544000147;Fibra
2024;Jaru;RO;1100114;CLARO S.A.;40432544000147;Fibra
2024;Jaru;RO;1100114;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Jaru;RO;1100114;TIM S A;02421421000111;Fibra
2024;Jaru;RO;1100114;Telecomunicacoes Brasileiras S.A. Telebras;00336701000104;Fibra
2024;Jaru;RO;1100114;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Jaru;RO;1100114;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Jaru;RO;1100114;Atual Telecom Provedor de Internet Ltda;39481006000163;Fibra
2024;Jaru;RO;1100114;CLARO S.A.;40432544000147;Rádio
2024;Jaru;RO;1100114;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Ji-Paraná;RO;1100122;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Ji-Paraná;RO;1100122;TIM S A;02421421000111;Rádio
2024;Ji-Paraná;RO;1100122;CLARO S.A.;40432544000147;Fibra
2024;Ji-Paraná;RO;1100122;Telecomunicacoes Brasileiras S.A. Telebras;00336701000104;Fibra
2024;Ji-Paraná;RO;1100122;CLARO S.A.;40432544000147;Rádio
2024;Ji-Paraná;RO;1100122;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Ji-Paraná;RO;1100122;TIM S A;02421421000111;Fibra
2024;Ji-Paraná;RO;1100122;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;"Machadinho D'Oeste";RO;1100130;CLARO S.A.;40432544000147;Rádio
2024;"Machadinho D'Oeste";RO;1100130;CLARO S.A.;40432544000147;Fibra
2024;"Machadinho D'Oeste";RO;1100130;C V R Partelli Telecomunicacoes;13906541000125;Rádio
2024;"Machadinho D'Oeste";RO;1100130;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;"Nova Brasilândia D'Oeste";RO;1100148;CLARO S.A.;40432544000147;Rádio
2024;"Nova Brasilândia D'Oeste";RO;1100148;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;"Nova Brasilândia D'Oeste";RO;1100148;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Ouro Preto do Oeste;RO;1100155;CLARO S.A.;40432544000147;Fibra
2024;Ouro Preto do Oeste;RO;1100155;TIM S A;02421421000111;Rádio
2024;Ouro Preto do Oeste;RO;1100155;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Ouro Preto do Oeste;RO;1100155;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Ouro Preto do Oeste;RO;1100155;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Ouro Preto do Oeste;RO;1100155;CLARO S.A.;40432544000147;Rádio
2024;Pimenta Bueno;RO;1100189;CLARO S.A.;40432544000147;Rádio
2024;Pimenta Bueno;RO;1100189;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Pimenta Bueno;RO;1100189;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Pimenta Bueno;RO;1100189;TIM S A;02421421000111;Fibra
2024;Pimenta Bueno;RO;1100189;CLARO S.A.;40432544000147;Fibra
2024;Pimenta Bueno;RO;1100189;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Pimenta Bueno;RO;1100189;Telecomunicacoes Brasileiras S.A. Telebras;00336701000104;Fibra
2024;Porto Velho;RO;1100205;WIANET SOLUÇÕES E TECNOLOGIA LTDA;05104611000101;Rádio
2024;Porto Velho;RO;1100205;CENTRAL DE COMUNICAÇÃO DE TECNOLOGIA KENEDY & SANTOS LTDA;13365132000169;Fibra
2024;Porto Velho;RO;1100205;TIM S A;02421421000111;Fibra
2024;Porto Velho;RO;1100205;I9 COMERCIO DE ARTIGOS E SERVICOS TECNOLOGICOS DE TELECOMUNICACOES LTDA;14856473000108;Fibra
2024;Porto Velho;RO;1100205;TIM S A;02421421000111;Rádio
2024;Porto Velho;RO;1100205;CLARO S.A.;40432544000147;Rádio
2024;Porto Velho;RO;1100205;CLARO S.A.;40432544000147;Fibra
2024;Porto Velho;RO;1100205;Telecomunicacoes Brasileiras S.A. Telebras;00336701000104;Fibra
2024;Porto Velho;RO;1100205;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Porto Velho;RO;1100205;WIANET SOLUÇÕES E TECNOLOGIA LTDA;05104611000101;Fibra
2024;Porto Velho;RO;1100205;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Porto Velho;RO;1100205;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Porto Velho;RO;1100205;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Porto Velho;RO;1100205;CAMILLO F G LTDA.;11861565000180;Fibra
2024;Presidente Médici;RO;1100254;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Presidente Médici;RO;1100254;CLARO S.A.;40432544000147;Rádio
2024;Presidente Médici;RO;1100254;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Presidente Médici;RO;1100254;TIM S A;02421421000111;Rádio
2024;Presidente Médici;RO;1100254;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Presidente Médici;RO;1100254;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Rio Crespo;RO;1100262;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Rio Crespo;RO;1100262;CLARO S.A.;40432544000147;Rádio
2024;Rolim de Moura;RO;1100288;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Rolim de Moura;RO;1100288;TIM S A;02421421000111;Rádio
2024;Rolim de Moura;RO;1100288;CLARO S.A.;40432544000147;Rádio
2024;Rolim de Moura;RO;1100288;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Rolim de Moura;RO;1100288;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;"Santa Luzia D'Oeste";RO;1100296;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;"Santa Luzia D'Oeste";RO;1100296;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;"Santa Luzia D'Oeste";RO;1100296;CLARO S.A.;40432544000147;Rádio
2024;Vilhena;RO;1100304;TIM S A;02421421000111;Fibra
2024;Vilhena;RO;1100304;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Vilhena;RO;1100304;Telecomunicacoes Brasileiras S.A. Telebras;00336701000104;Fibra
2024;Vilhena;RO;1100304;JAN CHARLES RUECKERT ME;05011908000114;Rádio
2024;Vilhena;RO;1100304;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Vilhena;RO;1100304;CLARO S.A.;40432544000147;Rádio
2024;Vilhena;RO;1100304;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Vilhena;RO;1100304;TIM S A;02421421000111;Rádio
2024;Vilhena;RO;1100304;CLARO S.A.;40432544000147;Fibra
2024;São Miguel do Guaporé;RO;1100320;CLARO S.A.;40432544000147;Rádio
2024;São Miguel do Guaporé;RO;1100320;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;São Miguel do Guaporé;RO;1100320;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Nova Mamoré;RO;1100338;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Nova Mamoré;RO;1100338;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Nova Mamoré;RO;1100338;J BOSCO DA SILVA & CIA LTDA - ME;05588747000126;Fibra
2024;Nova Mamoré;RO;1100338;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Nova Mamoré;RO;1100338;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;"Alvorada D'Oeste";RO;1100346;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;"Alvorada D'Oeste";RO;1100346;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;"Alvorada D'Oeste";RO;1100346;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;"Alvorada D'Oeste";RO;1100346;CLARO S.A.;40432544000147;Rádio
2024;Alto Alegre dos Parecis;RO;1100379;CLARO S.A.;40432544000147;Rádio
2024;Alto Paraíso;RO;1100403;SFAR COMUNICACOES LTDA;13030105000135;Rádio
2024;Alto Paraíso;RO;1100403;CLARO S.A.;40432544000147;Rádio
2024;Alto Paraíso;RO;1100403;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Alto Paraíso;RO;1100403;TIM S A;02421421000111;Rádio
2024;Alto Paraíso;RO;1100403;WORLDNET TELECOMUNICACOES LTDA - ME;18456569000121;Rádio
2024;Alto Paraíso;RO;1100403;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Alto Paraíso;RO;1100403;WORLDNET TELECOMUNICACOES LTDA - ME;18456569000121;Fibra
2024;Buritis;RO;1100452;R & B COMÉRCIO DE INFORMÁTICA LTDA;09391548000184;Fibra
2024;Buritis;RO;1100452;CLARO S.A.;40432544000147;Rádio
2024;Buritis;RO;1100452;WORLDNET TELECOMUNICACOES LTDA - ME;18456569000121;Fibra
2024;Buritis;RO;1100452;J BOSCO DA SILVA & CIA LTDA - ME;05588747000126;Fibra
2024;Buritis;RO;1100452;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Buritis;RO;1100452;CLARO S.A.;40432544000147;Fibra
2024;Buritis;RO;1100452;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Novo Horizonte do Oeste;RO;1100502;CLARO S.A.;40432544000147;Rádio
2024;Novo Horizonte do Oeste;RO;1100502;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Novo Horizonte do Oeste;RO;1100502;TIM S A;02421421000111;Rádio
2024;Cacaulândia;RO;1100601;CLARO S.A.;40432544000147;Rádio
2024;Cacaulândia;RO;1100601;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Cacaulândia;RO;1100601;Atual Telecom Provedor de Internet Ltda;39481006000163;Fibra
2024;Campo Novo de Rondônia;RO;1100700;TIM S A;02421421000111;Fibra
2024;Campo Novo de Rondônia;RO;1100700;R & B COMÉRCIO DE INFORMÁTICA LTDA;09391548000184;Fibra
2024;Campo Novo de Rondônia;RO;1100700;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Campo Novo de Rondônia;RO;1100700;CLARO S.A.;40432544000147;Fibra
2024;Campo Novo de Rondônia;RO;1100700;J BOSCO DA SILVA & CIA LTDA - ME;05588747000126;Fibra
2024;Campo Novo de Rondônia;RO;1100700;CLARO S.A.;40432544000147;Rádio
2024;Candeias do Jamari;RO;1100809;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Candeias do Jamari;RO;1100809;TIM S A;02421421000111;Rádio
2024;Candeias do Jamari;RO;1100809;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Candeias do Jamari;RO;1100809;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Candeias do Jamari;RO;1100809;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Candeias do Jamari;RO;1100809;CLARO S.A.;40432544000147;Rádio
2024;Castanheiras;RO;1100908;CLARO S.A.;40432544000147;Rádio
2024;Castanheiras;RO;1100908;TIM S A;02421421000111;Rádio
2024;Castanheiras;RO;1100908;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Castanheiras;RO;1100908;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Chupinguaia;RO;1100924;CLARO S.A.;40432544000147;Rádio
2024;Chupinguaia;RO;1100924;TIM S A;02421421000111;Fibra
2024;Cujubim;RO;1100940;CLARO S.A.;40432544000147;Rádio
2024;Cujubim;RO;1100940;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Governador Jorge Teixeira;RO;1101005;CLARO S.A.;40432544000147;Rádio
2024;Governador Jorge Teixeira;RO;1101005;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Governador Jorge Teixeira;RO;1101005;Atual Telecom Provedor de Internet Ltda;39481006000163;Fibra
2024;Itapuã do Oeste;RO;1101104;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Itapuã do Oeste;RO;1101104;CLARO S.A.;40432544000147;Rádio
2024;Itapuã do Oeste;RO;1101104;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Itapuã do Oeste;RO;1101104;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Ministro Andreazza;RO;1101203;CLARO S.A.;40432544000147;Rádio
2024;Mirante da Serra;RO;1101302;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Mirante da Serra;RO;1101302;CLARO S.A.;40432544000147;Rádio
2024;Mirante da Serra;RO;1101302;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Monte Negro;RO;1101401;CLARO S.A.;40432544000147;Rádio
2024;Monte Negro;RO;1101401;TIM S A;02421421000111;Rádio
2024;Monte Negro;RO;1101401;CLARO S.A.;40432544000147;Fibra
2024;Monte Negro;RO;1101401;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Monte Negro;RO;1101401;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Nova União;RO;1101435;CLARO S.A.;40432544000147;Rádio
2024;Nova União;RO;1101435;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Parecis;RO;1101450;CLARO S.A.;40432544000147;Rádio
2024;Parecis;RO;1101450;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Pimenteiras do Oeste;RO;1101468;JAN CHARLES RUECKERT ME;05011908000114;Fibra
2024;Pimenteiras do Oeste;RO;1101468;JAN CHARLES RUECKERT ME;05011908000114;Rádio
2024;Pimenteiras do Oeste;RO;1101468;CLARO S.A.;40432544000147;Rádio
2024;Primavera de Rondônia;RO;1101476;CLARO S.A.;40432544000147;Rádio
2024;"São Felipe D'Oeste";RO;1101484;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;"São Felipe D'Oeste";RO;1101484;CLARO S.A.;40432544000147;Rádio
2024;São Francisco do Guaporé;RO;1101492;CLARO S.A.;40432544000147;Rádio
2024;São Francisco do Guaporé;RO;1101492;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;São Francisco do Guaporé;RO;1101492;e M Silva Eletronica;05782151000162;Fibra
2024;Seringueiras;RO;1101500;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Seringueiras;RO;1101500;e M Silva Eletronica;05782151000162;Fibra
2024;Seringueiras;RO;1101500;CLARO S.A.;40432544000147;Rádio
2024;Seringueiras;RO;1101500;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Teixeirópolis;RO;1101559;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Teixeirópolis;RO;1101559;CLARO S.A.;40432544000147;Rádio
2024;Theobroma;RO;1101609;CLARO S.A.;40432544000147;Rádio
2024;Theobroma;RO;1101609;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Theobroma;RO;1101609;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Urupá;RO;1101708;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Urupá;RO;1101708;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Urupá;RO;1101708;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Urupá;RO;1101708;CLARO S.A.;40432544000147;Rádio
2024;Vale do Anari;RO;1101757;C V R Partelli Telecomunicacoes;13906541000125;Rádio
2024;Vale do Anari;RO;1101757;CLARO S.A.;40432544000147;Rádio
2024;Vale do Anari;RO;1101757;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Vale do Paraíso;RO;1101807;CLARO S.A.;40432544000147;Rádio
2024;Vale do Paraíso;RO;1101807;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Acrelândia;AC;1200013;CENTRAL DE COMUNICAÇÃO DE TECNOLOGIA KENEDY & SANTOS LTDA;13365132000169;Fibra
2024;Acrelândia;AC;1200013;Urbano Comunicacao e Tecnologia Ltda;37867576000160;Fibra
2024;Acrelândia;AC;1200013;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Acrelândia;AC;1200013;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Acrelândia;AC;1200013;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Acrelândia;AC;1200013;SEM FRONTEIRAS TELECOMUNICACOES LTDA;11972556000166;Fibra
2024;Acrelândia;AC;1200013;CLARO S.A.;40432544000147;Rádio
2024;Assis Brasil;AC;1200054;CLARO S.A.;40432544000147;Rádio
2024;Assis Brasil;AC;1200054;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Assis Brasil;AC;1200054;SEM FRONTEIRAS TELECOMUNICACOES LTDA;11972556000166;Fibra
2024;Brasiléia;AC;1200104;CLARO S.A.;40432544000147;Rádio
2024;Brasiléia;AC;1200104;SEM FRONTEIRAS TELECOMUNICACOES LTDA;11972556000166;Fibra
2024;Brasiléia;AC;1200104;Fontenet Wili Telecom Ltda;48141182000147;Fibra
2024;Brasiléia;AC;1200104;CLARO S.A.;40432544000147;Fibra
2024;Brasiléia;AC;1200104;DANTAS & SOUZA IMPORTACAO & EXPORTACAO LTDA;22555575000103;Rádio
2024;Brasiléia;AC;1200104;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Brasiléia;AC;1200104;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Bujari;AC;1200138;CLARO S.A.;40432544000147;Fibra
2024;Bujari;AC;1200138;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Bujari;AC;1200138;SEM FRONTEIRAS TELECOMUNICACOES LTDA;11972556000166;Fibra
2024;Bujari;AC;1200138;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Bujari;AC;1200138;VERDE FIBRA LTDA;33764568000138;Fibra
2024;Capixaba;AC;1200179;SEM FRONTEIRAS TELECOMUNICACOES LTDA;11972556000166;Fibra
2024;Capixaba;AC;1200179;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Capixaba;AC;1200179;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Capixaba;AC;1200179;CLARO S.A.;40432544000147;Rádio
2024;Cruzeiro do Sul;AC;1200203;CLARO S.A.;40432544000147;Rádio
2024;Cruzeiro do Sul;AC;1200203;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Cruzeiro do Sul;AC;1200203;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Cruzeiro do Sul;AC;1200203;SEM FRONTEIRAS TELECOMUNICACOES LTDA;11972556000166;Fibra
2024;Epitaciolândia;AC;1200252;Fontenet Wili Telecom Ltda;48141182000147;Fibra
2024;Epitaciolândia;AC;1200252;DANTAS & SOUZA IMPORTACAO & EXPORTACAO LTDA;22555575000103;Rádio
2024;Epitaciolândia;AC;1200252;CLARO S.A.;40432544000147;Rádio
2024;Epitaciolândia;AC;1200252;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Epitaciolândia;AC;1200252;CLARO S.A.;40432544000147;Fibra
2024;Feijó;AC;1200302;SEM FRONTEIRAS TELECOMUNICACOES LTDA;11972556000166;Fibra
2024;Feijó;AC;1200302;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Mâncio Lima;AC;1200336;CLARO S.A.;40432544000147;Rádio
2024;Mâncio Lima;AC;1200336;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Mâncio Lima;AC;1200336;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Manoel Urbano;AC;1200344;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Manoel Urbano;AC;1200344;SEM FRONTEIRAS TELECOMUNICACOES LTDA;11972556000166;Fibra
2024;Plácido de Castro;AC;1200385;TIM S A;02421421000111;Fibra
2024;Plácido de Castro;AC;1200385;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Plácido de Castro;AC;1200385;SEM FRONTEIRAS TELECOMUNICACOES LTDA;11972556000166;Fibra
2024;Plácido de Castro;AC;1200385;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Plácido de Castro;AC;1200385;CLARO S.A.;40432544000147;Rádio
2024;Plácido de Castro;AC;1200385;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Plácido de Castro;AC;1200385;CENTRAL DE COMUNICAÇÃO DE TECNOLOGIA KENEDY & SANTOS LTDA;13365132000169;Fibra
2024;Plácido de Castro;AC;1200385;Urbano Comunicacao e Tecnologia Ltda;37867576000160;Fibra
2024;Rio Branco;AC;1200401;Fontenet Wili Telecom Ltda;48141182000147;Fibra
2024;Rio Branco;AC;1200401;SEM FRONTEIRAS TELECOMUNICACOES LTDA;11972556000166;Fibra
2024;Rio Branco;AC;1200401;CLARO S.A.;40432544000147;Rádio
2024;Rio Branco;AC;1200401;VERDENET PROVEDOR DE INTERNET LTDA;07601386000136;Fibra
2024;Rio Branco;AC;1200401;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Rio Branco;AC;1200401;CLARO S.A.;40432544000147;Fibra
2024;Rio Branco;AC;1200401;TIM S A;02421421000111;Fibra
2024;Rio Branco;AC;1200401;VERDE FIBRA LTDA;33764568000138;Fibra
2024;Rio Branco;AC;1200401;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Rio Branco;AC;1200401;Nbs Servicos de Comunicacoes Ltda;26824572000189;Fibra
2024;Rio Branco;AC;1200401;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Rio Branco;AC;1200401;ROLIM NET TECNOLOGIA LTDA - ME;09337446000180;Fibra
2024;Rio Branco;AC;1200401;TIM S A;02421421000111;Rádio
2024;Rio Branco;AC;1200401;NETPURUS SERVICOS DE TELECOMUNICACOES LTDA;29942267000180;Rádio
2024;Rodrigues Alves;AC;1200427;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A.;02041460000193;Fibra
2024;Rodrigues Alves;AC;1200427;CLARO S.A.;40432544000147;Rádio
2024;Rodrigues Alves;AC;1200427;TELEFONICA BRASIL S.A.;02558157000162;Rádio
2024;Senador Guiomard;AC;1200450;TELEFONICA BRASIL S.A.;02558157000162;Fibra
2024;Senador Guiomard;AC;1200450;Urbano Comunicacao e Tecnologia Ltda;37867576000160;Fibra
2024;Senador Guiomard;AC;1200450;NETPURUS SERVICOS DE TELECOMUNICACOES LTDA;29942267000180;Rádio
2024;Senador Guiomard;AC;1200450;TIM S A;02421421000111;Rádio
2024;Senador Guiomard;AC;1200450;SEM FRONTEIRAS TELECOMUNICACOES LTDA;11972556000166;Fibra
2024;Senador Guiomard;AC;1200450;CLARO S.A.;40432544000147;Rádio
